char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
c5c40b655531,Spanish Castaway,Pirates of the Caribbean,"gender: Male | born: Late 1400s, early 1500s | died: 1750, in a royal palace in Cádiz, Spain | first: ''On Stranger Tides'' | last: ''On Stranger Tides''","By the time Ferdinand realized that the Fountain of Youth was real, the sailor eased into a death that long awaited him. In the non-canonical LEGO Pirates of the Caribbean: The Video Game, the Ancient Sailor was resisting when King Ferdinand tried to take the logbook and died by breaking apart.LEGO Pirates of the Caribbean: The Video Game

Appearances
Pirates of the Caribbean: On Stranger Tides 
Pirates of the Caribbean: On Stranger Tides (junior novelization)
LEGO Pirates of the Caribbean: The Video Game 

Sources
Pirates of the Caribbean: On Stranger Tides
Pirates of the Caribbean: On Stranger Tides: The Visual Guide
Pirates of the Caribbean: On Stranger Tides (junior novelization)

Notes & references

de:Spanischer Schiffbrüchiger
it:Naufrago spagnolo
pl:Pradawny Żeglarz
it:Naufrago spa","This man was a Spanish sailor who sailed on the Santiago under the famous Conquistador Juan Ponce de León in the 1500s. Biography Ponce de León In the 16th century, the Santiago was sent to discover marvels of the New World. The sailor followed his captain, Juan Ponce de León, in the voyage. During a storm, the Santiago was stranded in uncharted island, hanging on the edge of the cliff. But Ponce de León and his men were able to explore through the wonders of the island, and eventually discovered the Fountain of Youth. Once at the Fountain, the sailor used the Chalices of Cartagena, along with the knowledge of the Profane Ritual, to absorb lives of several men, thus prolonging his life for more than 200 years. Through unknown circumstances, the Chalices were brought back on the wreck of the Santiago, with the corpse of Ponce de León. The sailor escaped from the island, taking the ship's log of the Santiago with him, and tried to return to civilization. However, he had no luck. Jour"
21cd5ed6b644,Dominic Vernius,Dune,birth: c. 10110 AG | death: 10174 AG | last: ''Dune:House Harkonnen''(2001),"Lady Shando was hunted down and executed by Sardaukar forces on Bela Tegeuse, while Dominic hid on Arrakis with some loyal men. Death
After many years, he decided to use the House Vernius' atomics to bomb Kaitain, repeating the fate of Salusa Secundus.","Dominic Vernius was the penultimate true Earl of House Vernius and of Ix. He married Lady Shando Balut, with whom he had his children: an illegitimate son named Tyros Reffa, and his legitimate children Rhombur and Kailea. History Service in Battle While still a young man, he lent Ixian forces to the Padishah Emperor Elrood IX to assist against the Ecazi Revolt and restore the Archduke Ferdinand Ecaz to the Mahogany Throne. It is during this time that he met and befriended Duke Paulus Atreides of Caladan. As a reward for his loyal service, the Emperor had expanded House Vernius' fief by including several more planets of the Alkaurops system, and became a popular and welcome guest to the Imperial court, balls and other events. Romance thumb|220px|Shando and Dominic - Dune: House Atreides No. 1 thumb|200px|right|Dominic Vernius - The Dune Board Game At one such celebration in Caladan, he met the Emperor's concubine, Shando Balut. They fell in love and produced an illegitimate (bastard"
02fbe14267af,Riley Biers,The Twilight Saga,"born: *October 8, 1986; Santa Fe, New Mexico (book) *April 10, 1990; Forks, Washington (movie) | died: *June 15, 2006 (killed by Seth Clearwater) (book) *June, 2010 (killed by Seth Clearwater) (movie) | species: Vampire | gender: Male","During the invasion, he stayed with Victoria and was killed by Seth Clearwater during the battle between the Cullens and the army. Riley remained a tool of Victoria's until his death in the battle. Being put in between the two of them, Riley chose Victoria and personally watched Diego being tortured to death.","Riley Biers was the first vampire created by Victoria when she formed an army to attack the Cullen family and Bella. He obtained Bella's scent for the newborns, and was the one that led the Seattle newborn army. Riley was told by Victoria that she loved him, but this was just a lie to get him to be on her side. During the invasion, he stayed with Victoria and was killed by Seth Clearwater during the battle between the Cullens and the army. He acted as the secondary antagonist in Eclipse and was always in the presence of his ""mate"", Victoria, the main antagonist of both New Moon and Eclipse. He is portrayed by Xavier Samuel in the movie adaptation of Eclipse. Biography Early life thumb|left|180px|Riley's excruciating transformation. Riley Biers was born in Santa Fe, New Mexico (Forks, Washington in the movie), and had lived in the Southwest along the Pacific coast. He reached the end of his freshman year at Oregon University when Victoria saw him. She was afraid that the Cullens woul"
037b6f349c6d,Benits Stinex,Star Wars,"birth: 75-100 BBY | death: 0 BBY, ''Death Star I'' | species: Human | gender: Male","He later became the chief architect and head of interior design and construction board the Death Star. Appearances
Coruscant Nights II: Street of Shadows 
Death Star 

Sources
The Complete Star Wars Encyclopedia

Category:Architects
Category:Death Star residents
Category:Humans
Category:Males
Category:Personnel of the Galactic Empire","Benits Stinex, also known as ""the Old Man"", was a well known architect who designed a series of apartments in the Manarai Hills district of the planet Coruscant. He later became the chief architect and head of interior design and construction board the Death Star. He was featured regularly in Beings Holozine. Despite his proficiency, while in the design process, Teela Kaarz altered some of his layouts for better accessibility and efficiency. Appearances Coruscant Nights II: Street of Shadows Death Star Sources The Complete Star Wars Encyclopedia Category:Architects Category:Death Star residents Category:Humans Category:Males Category:Personnel of the Galactic Empire"
b033a2cfd472,Daisy Dodderidge,Harry Potter,born: 1467 | died: 1555 (aged 87-88) | species: Human | gender: Female,"She was featured on a Chocolate Frog Card after her death in 1555.Chocolate Frog Cards 

Etymology
The name ""Daisy"" is simply from the English word for the white flower, ultimately derived from Old English dægeseage meaning ""day eye"".","Daisy Dodderidge (1467–1555) was the witch who built the Leaky Cauldron in a successful attempt to create a gateway between the Muggle and wizarding worlds.Chocolate Frog Cards She was the original landlady of the pub, and the Leaky Cauldron soon became the primary entrance into Diagon Alley. She was featured on a Chocolate Frog Card after her death in 1555.Chocolate Frog Cards Etymology The name ""Daisy"" is simply from the English word for the white flower, ultimately derived from Old English dægeseage meaning ""day eye"". It was first used as a given name in the 19th century, at the same time many other plant and flower names were coined. Behind the scenes Daisy Dodderidge's Wizard of the Month entry and Chocolate Frog Card from the video games give her dates as 1467-1555. However, the version of her Chocolate Frog Card published by Wizards of the Coast list them as 1457-1555. In , her name on her Chocolate Frog Card is incorrectly labelled ""Damara Dodderidge"". Appearances Wi"
8c9cff131327,Qin Shi Huang,Indiana Jones,gender: Male | birth: 259 BC | death: 210 BC,"Imperial astrologers traveled to the impact site and discovered an inscription on the meteorite which foretold of the Emperor's death. While campaigning away from the capital, the emperor died in 210 BC, ending his reign. Legacy
After his death, Qin Shi Huang was buried in the completed tomb along with 20-30,000 people and thousands of his own fanatically loyal soldiers who would form the spirit army backbone of the Terracotta Army.Indiana Jones and the Emperor's Tomb Despite being widely known and revered by locals for centuries, the actual crypt for mausoleum of the Emperor himself went undiscovered and a full-scale excavation went uncommissioned and musing that he was forever lost unless any record exists about where he could be buried.","Qin Shi Huang (alternatively Ch'in Shih-huang-ti, Ch'in Shih Huang-ti or simply Shih Huang Ti) was the first Emperor of the Qin Dynasty and unified China. Biography Reign His first name meaning ""first"" and his last name being that of the three previous emperors,Indiana Jones and the Emperor's Tomb: 1935 Journal Qin Shi Huang was born in 259 BC. In 221 BC, he annihilated all opposition and declared himself First Emperor of unified China, which he did by centralizing ruling power into an autocracy to govern the feudal communities in 246 BC, beginning the Qin Dynasty and ending the ""The Period of Warring States"". His name meant ""First Supreme Emperor of Ch'in"".The Wall Although he was technically the ninth emperor to rule, Qin Shi Huang was the first to unify the country's seven states through military and agricultural reform, thus being considered the first since his self-proclamation. Shortly after his inauguration, he surrounded himself with an army of alchemists and astrologers whom "
51571faf0238,Axell Florent,Game of Thrones,"Birth: At Brightwater Keep | Death: 301 ACDragonstone, Blackwater Bay, the Crownlands | Appearances: ""The Lion and the Rose"" | DeathEp: ""The Lion and the Rose"" | Actor: James McHale","Following the Renly's death, however, the Florents do not follow their Tyrell overlords and instead go over to Stannis, as Selyse Florent is the wife of Stannis.Season 2 Bluray: War of the Five Kings feature

Game of Thrones: Season 4
Ser Axell is burned at the stake by Melisandre on the beach of Dragonstone for refusing to renounce the Seven. Davos disapproves of Axell's death, saying Axell was Stannis's brother by law and that he chose to follow the gods of his fathers, which were the gods of Stannis's fathers too. He tells Davos bluntly that if it was up to him - Davos would have been executed alongside Alester.","Lord Axell Florent was the head of House Florent and brother of Queen Selyse, the wife of King Stannis Baratheon. Biography Background Ser Axell Florent is a member of House Florent of Brightwater Keep, a noble house sworn to House Tyrell of the Reach. House Florent follows their liege lords, House Tyrell, in pledging support to Renly Baratheon's claim to the Iron Throne at the onset of the War of the Five Kings. Following the Renly's death, however, the Florents do not follow their Tyrell overlords and instead go over to Stannis, as Selyse Florent is the wife of Stannis.Season 2 Bluray: War of the Five Kings feature Game of Thrones: Season 4 Ser Axell is burned at the stake by Melisandre on the beach of Dragonstone for refusing to renounce the Seven. He pleads to his sister and brother-in-law for mercy, to no avail. Davos disapproves of Axell's death, saying Axell was Stannis's brother by law and that he chose to follow the gods of his fathers, which were the gods of Stannis's fath"
ad6be6c89dd7,Imin,Lord of the Rings,birth: YT 1050 | death: Unknown | gender: Male,,"Imin was an Elf of Cuiviénen. He was best known as the first Elf to awake and the first Elf-father. Biography Imin was awoken in Cuiviénen by the divine will of Eru Ilúvatar in the Years of the Trees. Along with Tata and Enel, he awoke twelve other Elves which took him as their lord. From there he founded the Minyar which later was called the Vanyar, and at some point became the husband of Iminyë. Imin and Iminyë had several descendants when Oromë arrived at Cuiviénen and invited the Elves to undertake the Great Journey. His descendant in the direct male line, from eldest son to eldest son, was Ingwë, who was invited to come to Aman as an ambassador of their people. Upon his return, a debate erupted between the ambassadors and the Elf-fathers, with Imin claiming sole authority, and wishing to refuse the Great Journey. Ingwë assumed leadership of the Minyar (who would thus become the Vanyar) as their king and led them on the journey to Valinor. Etymology He was called Imin, the "
c8567a98ed4d,Ho-Kwan,Pirates of the Caribbean,"gender: Male | died: c. 1729, Isla de Pelegostos | first: ''Dead Man's Chest'' | last: ''Dead Man's Chest''","Ho-Kwan met his death while the crew of the Black Pearl made their escape from the Pelegostos. During the escape, the cage was destroyed when it plummeted down into a gorge and grotto, where all six men survived the fall, but Ho-Kwan met his own death afterwards. Although few people noticed the small continuity problem within the film, in which Ho-Kwan's death did not make the cut, it was more clearly seen in the deleted scene ""Six Became Five"" featured in Blu-ray releases beginning in 2011.","Ho-Kwan was a pirate during the Age of Piracy. By the time of the search of the Dead Man's Chest, Ho-Kwan was a crew member aboard the Black Pearl under Captain Jack Sparrow. He was among the crew who confronted Sparrow after his escape from the Turkish prison, and later captured by the Pelegostos, the native cannibal tribe of Isla de Pelegostos, who put the crew in cages made of bone. Ho-Kwan met his death while the crew of the Black Pearl made their escape from the Pelegostos. Biography Nothing is known about Ho-Kwan's life prior to becoming a pirate. At some point prior to the search for the Dead Man's Chest, Ho-Kwan joined Captain Jack Sparrow and the crew of the Black Pearl. Little is known of Ho-Kwan's early voyages with Captain Sparrow, but he was at least aware of Isla de Muerta, a hurricane, though was present as the British Royal Navy chased the Pearl all around the Atlantic Ocean. Following Jack Sparrow's escape from the Turkish Prison with a rolled piece of cloth, the pir"
5ecd3e6ab3ed,Paulus Atreides,Dune,birth: 10089 AG | death: 10154 AG | portrayed: Attila Grád Dune (2021 film) (likeness),"Although he hadn't perform for a year, he fought for an hour and killed the bull, to the admiration of the crowd. However, he was killed by a Salusan Bull in the bullring of the Plaza de Toros. Legacy
thumb|200x200px|Leto in front of the painting of his father
The bull was subsequently killed, and its head was mounted on the wall in the Dining Hall of Castle Caladan, (and later the Keep at Arrakeen), replete with the Old Duke's blood stains.","125px|link=Portal:ExpandedThis article or section refers to elements from Expanded DuneThere are separate pages for this subject as it appears in the other canons, the reasons for this are explained hereThe Old Duke as he appears in Original Dune Minotauros Atreides as he appears in the Dune Encyclopedia {{Quote|The populace must think their ruler is a greater man than they, else why should they follow him? Above all a leader must be a showman, giving his people the bread and circuses they require.<ref name = ""House Atreides CH7"">Dune: House Atreides - Chapter 7</ref>|Duke Paulus Atreides}} Paulus Atreides (10089 AG - 10154 AG), aka the Old Duke, was the son of Kean Atreides, grandson of Miklos Atreides, and the 25th Duke Atreides. Paulus married Helena Richese, and fathered a single son, Leto Atreides I. Paulus posthumously became the grandfather to Paul Atreides (who was named in his honor), and great-grandfather to Leto Atreides II (the God-Emperor) and Ghanima Atreides. Duke Paulu"
244827d49658,Toshiro,The Twilight Saga,"gender: Male | species: Vampire | born: Japan | died: December, 2012 (killed by Felix and Demetri)","While being interviewed at the Breaking Dawn - Part 1 movie premiere theater, he said that his character was a secret and will appear in the second movie.http://www.youtube.com/watch?v=xi6l9tnfARg Masami's interview

Appearances
Breaking Dawn - Part 2

References

ru:Тоширо
Category:Nomads
Category:Cullen witnesses
Category:Film-only characters
Category:Minor characters
Category:Deceased characters","Toshiro was a Japanese nomadic vampire who appeared in Breaking Dawn - Part 2 and a character created exclusively for the movie.http://www.breakingdawnmovie.org/meet-the-covens-interviews-from-comic-con/ He is portrayed by Masami Kosaka in the second movie adaptation. Biography Breaking Dawn thumb|left|200px|Toshiro caught in Alec's mist. Carlisle Cullen asked for Toshiro's aid when the Volturi threatened to destroy his family. The Volturi tracked him down in London, where he attempted to escape Alec's paralyzing vapor. Demetri and Felix subdued him long enough for the vapor to catch up, momentarily immobilizing him. When Aro interrogated him about Carlisle's plea for help, Toshiro told them he turned him down because he would never go against them. Aro read his thoughts to gather information. After claiming his knowledge and finding out that Carlisle was still expecting him, Aro walked away with Caius and Marcus while Felix and Demetri disposed of Toshiro. Physical appearance Tos"
9a51ece6d8e3,Deron Cadoruso,Star Wars,death: 3637 BBY Yavin 4 | species: Human | gender: Male,"During the Battle of Yavin 4, he and his men were killed during the fighting.","Deron Cadoruso was a male Human Mandalorian who lived during the Galactic War. He and his Mandalorians joined with the Order of Revan when Revan returned during the Galactic War. In honor of the friendship and loyalty between Mandalore the Preserver and Revan, Deron and his warriors wore red Mandalorian armor that was in the image of the Mand'alor. During the Battle of Yavin 4, he and his men were killed during the fighting. Behind the scenes Deron Cadoruso appeared as one of the bosses in ""Temple of Sacrifice"" in the video game Star Wars: The Old Republic, in the 2014 Digital Expansion Shadow of Revan. Deron's name is an anagram for Canderous Ordo. Appearances Star Wars: The Old Republic: Galactic Strongholds Star Wars: The Old Republic: Shadow of Revan Notes and references Category:Humans Category:Males Category:Mandalorians Category:Revanites"
208a67fad014,Derwent Shimpling,Harry Potter,born: 1912 | died: Before 1993 | species: Human | gender: Male,"Appearances

thumb|Derwent Shimpling as depicted on a silver Chocolate Frog Card
  
 
 
Wizard of the Month

Notes and references

de:Derwent Shimpling
fr:Derwent Shimpling
fi:Derwent Shimpling
it:Derwent Shimpling
pl:Derwent Shimpling
ru:Дервент Шимплинг
es:Derwent Shimpling
Category:1912 births
Category:Comedians
Category:Deceased individuals
Category:Green-eyed individuals
Category:Males
Category:Portraits
Category:Silver Chocolate Frog Cards
Category:Wizard of the Month
Category:Wizards","Derwent Shimpling (b. 1912) was a wizarding comedian. He once ate an entire Venomous Tentacula on a bet, and, though he survived, his skin was left purple. Biography Early life Shimpling was born in the year 1912. As a comedian Shimpling became a famed comedian, very popular for his daring sense of humour. Shimpling was also famous for making bets lightly. Once, he ate an entire Venomous Tentacula on a bet, and, though he survived, his skin was left permanently purple. Recognition He was also featured on a silver Chocolate Frog Card as part of the Famous Witches and Wizards Cards series, for his famous achievement. During the 1993–1994 school year at Hogwarts School of Witchcraft and Wizardry, a portrait of him guarded a secret room, the password to enter was ""Tummy-button"". Etymology Derwent means ""valley thick with oaks"". It was a village in Derbyshire that was drowned by the creation of the Ladybower Reservoir. Oaks usually symbolise strength and endurance, like how Derwent had "
0af28a111809,Feathers,Indiana Jones,gender: Male | death: 1937,"Appearances
Indiana Jones and the Arms of Gold

Sources
Indiana Jones: The Ultimate Guide

Notes and references

Category:Characters appearing in comics
Category:Deceased","""Feathers"" was the nickname given to an agent of Transatlantic Global Mining that masqueraded as one of the Soldiers of the Sun in 1937. Indiana Jones gave him the nickname because of the headdress he wore as part of the disguise. Out of his disguise and wielding a shotgun, Feathers later accompanied Major Claude Reed-Whitby alongside other company agents to retrieve the Chimu Taya Arms of Cuzco from Jones when the group was attacked by Incan warriors, and Feathers fell victim to one of their spears. Appearances Indiana Jones and the Arms of Gold Sources Indiana Jones: The Ultimate Guide Notes and references Category:Characters appearing in comics Category:Deceased"
740f9ed4c0ae,Jack,Game of Thrones,"Birth: In the North | Death: 299 AC near Winterfell | Appearances: ""A Man Without Honor"" | DeathEp: ""A Man Without Honor"" | Actor: Unidentified","Though Sansa offers to vouch for him, Theon cites his murder of Jack and Billy as one of the many reasons why he fears Jon will still most likely have him executed. Both boys are killed with their mother.","Jack was a Northern boy orphaned during the War of the Five Kings, and fostered by a shepherd near Winterfell. Biography Game of Thrones: Season 2 A shepherd reports Bran that he cannot tend to his flock with his three sons fighting in the south; Bran assigns him two orphan boys from the Winterstown named Billy and Jack. Winterfell is later seized by Theon, but Bran and Rickon escape along with Osha, Hodor, Summer, and Shaggydog. They pass close by to the shepherd's farm. Theon tracks them there and brutally questions the shepherd who denies having seen them, but Dagmer finds some walnut shells, which confirms their suspicions that they were there. Theon later returns to Winterfell with the charred corpses of two boys, claiming them to be the Stark boys. A few days later, however, Luwin spots Osha sneaking into the catacombs. Having accompanied Theon and his fellow Ironborn occupiers up to the point when they reached the shepherd's farm, Luwin quickly deduces that the corpses, which "
4a22fea1093b,Náin I,Lord of the Rings,birth: TA 1832 | death: TA 1981,"Biography

When his father was slain by the Balrog, Náin attempted to destroy it, but was himself killed the following year. Portrayals in adaptations

thumb||200px|left|Náin I in 
In , Prince Náin appears during a session play depicting the fall of Moria to Durin's Bane, in which he becomes the King after his father Durin VI is slain.","Náin I was the son of Durin VI and succeeded his father as King of Khazad-dûm. Biography When his father was slain by the Balrog, Náin attempted to destroy it, but was himself killed the following year. The remainder of Durin's Folk fled Khazad-dûm, and it became known as Moria, the 'black pit'. He was succeeded on the throne of Durin's Folk by his son Thráin I who fled to the Lonely Mountain., Appendix A: Annals of the Kings and Rulers, III: Durin's Folk He was the last true King of Khazad-dûm until Durin VII successfully reestablished the realm in the early Fourth Age, over 1200 years later and many years after the War of the Ring. Portrayals in adaptations thumb||200px|left|Náin I in In , Prince Náin appears during a session play depicting the fall of Moria to Durin's Bane, in which he becomes the King after his father Durin VI is slain. Inside Khazad-dûm, remnants of the Palace of Náin, built during his short one-year reign, can be found. Translations Foreign LanguageTransl"
1d55701ec8ec,Silverback,Pirates of the Caribbean,"gender: Male | died: 1700s, New Orleans | first: ''Silver'' | last: ''City of Gold''","Appearances
Jack Sparrow: Silver 
Jack Sparrow: City of Gold
Legends of the Brethren Court: Day of the Shadow 

Notes and references

de:Silverback
es:Silverback
it:Silverback
ru:Сильвербэк

Category:Deceased individuals
Category:Fleur de la Mort crew
Category:Males
Category:Mutineers
Category:Pirates
Category:Swordsmen","Silverback was a pirate during the early 18th century. He had a peg leg and a tooth that were made of crystal which he used to do magic. Unlike many pirates, Silverback both dressed and spoke like a gentleman. Using magic, Silverback was able to move people and objects, as well as read minds. Biography Not much was known about Silverback's early life. When Tim Hawk was still young, Silverback stole the Silver bullet from Tim's family and burned their house, killing Tim's parents. Later on, he joined Captain Laura Smith's crew aboard the Fleur de la Mort. He was later joined by Left-Foot Louis. Together, they became the ring leaders of a mutiny, but acted as if they hated each other to keep their plan a secret. Their mutiny was thwarted by Smith, Jack Sparrow, and the crew of the Barnacle. Silverback retreated to New Orleans with Louis and the two formed an alliance with Madame Minuit. He later combined with Louis and Minuit to form a giant three-headed serpent which was defeated by "
0f09975f751e,Shaddam Corrino IV,Dune,birth: 10119 AG | death: Between 10210 AG & 10219 AG,"For adaption and Canon equivalents, see Shaddam Corrino IV (disambiguation)

Shaddam Corrino IV (10119 AGDune ""My father, the Padishah Emperor, was 72 [...] the year he encompassed the death of Duke Leto"" 10191 - 72 = 10119) was the 81st and final Padishah Emperor of the Corrino Empire. His wife Anirul died in 10176 AG. However, shortly after Leto took control of Arrakis, he and most of his army were soon slain as a result of a combined invasion by Sardaukar and Harkonnen forces.","For adaption and Canon equivalents, see Shaddam Corrino IV (disambiguation) Shaddam Corrino IV (10119 AGDune ""My father, the Padishah Emperor, was 72 [...] the year he encompassed the death of Duke Leto"" 10191 - 72 = 10119) was the 81st and final Padishah Emperor of the Corrino Empire. After pressuring Duke Leto Atreides and his Great House to relocate to Arrakis and take over its profitable spice production, Shaddam enlisted the House Harkonnen military and disguised legions of his own Sardaukar army to ambush his popular rival, crushing both him and his powerful military with the help of a treacherous insider. Years later, the Emperor was drawn to Arrakis to intervene in its ongoing Desert War in light of Siridar-Governor Rabban's failure to quell Fremen sabotage of spice production. In poetic irony, this led to his ambush when Duke Paul-Muad'Dib Atreides - now commander and messiah of a unified Fremen army - nuked the surrounding Shield Wall and overwhelmed his Sardaukar forces w"
a05bfa603e10,Omar Jenks,The Twilight Saga,born: 1939 | died: 2006 (killed by the newborn army) | species: Human | gender: Male,"His death was noted in the newspapers, which mentioned him being a retired postman. Mentioned in
Eclipse

Category:Mentioned characters
Category:Deceased characters
Category:Humans","Omar Jenks was a victim of the Seattle newborn army during the murder rampage that terrorized the city of Seattle. His death was noted in the newspapers, which mentioned him being a retired postman. Mentioned in Eclipse Category:Mentioned characters Category:Deceased characters Category:Humans"
28556849524c,Unidentified Bothan ambassador,Star Wars,death: c. 40 ABY | species: Bothan | gender: Male,"When a large number of True Victory Party members began to be assassinated by the Galactic Alliance Guard on Coruscant, he withdrew his delegation from the Senate in protest, which allowed the Law Enforcement Tools Provision to be passed. Shortly later he himself was assassinated, which caused Bothawui to recall its entire representation from Coruscant and prepare three cruiser fleets for Corellian service.","The Bothan ambassador was the head of Bothawui's delegation to the Galactic Alliance Senate. When a large number of True Victory Party members began to be assassinated by the Galactic Alliance Guard on Coruscant, he withdrew his delegation from the Senate in protest, which allowed the Law Enforcement Tools Provision to be passed. Shortly later he himself was assassinated, which caused Bothawui to recall its entire representation from Coruscant and prepare three cruiser fleets for Corellian service. Appearances Legacy of the Force: Tempest Category:Bothans Category:Galactic Alliance Senators Category:Males"
273b87949e8d,Clara Thompson,Harry Potter,died: Before 2008 | species: Human | gender: Female,"Appearances

  

Notes and references

Category:Brown-eyed individuals
Category:Deceased individuals
Category:Females
Category:Portraits
Category:Wizards
ru:Клара Томпсон","Clara Thompson was a witch whose portrait was hung on the ground-floor landing of Grand Staircase. Biography Clara attended Hogwarts School of Witchcraft and Wizardry ""dozens of years"" before the 2008–2009 school year when she spoke to an unidentified student. She often liked to reminisce about her days at Hogwarts or offer help to the students walking by her painting. Behind the scenes This portrait seems to have been based on that of Seraphina Bones that appears in the background of the , itself based on a 1890 portrait of Elsie Palmer (1873–1955), by , currently at . Appearances Notes and references Category:Brown-eyed individuals Category:Deceased individuals Category:Females Category:Portraits Category:Wizards ru:Клара Томпсон"
5210416650fe,Burke J. Carter,Indiana Jones,gender: Male | death: Africa,"Carter was a wealthy Connecticut industrialist who died in a mysterious hunting accident in Africa. Burke, a Weyland-Yutani corporate lawyer from James Cameron's 1986 film Aliens.Aliens

Sources
Raiders of the Lost Ark Sourcebook

Notes and references

Category:Businessmen & Industrialists
Category:Marshall College
Category:Deceased","Burke J. Carter was a wealthy Connecticut industrialist who died in a mysterious hunting accident in Africa. He left most of his estate to Marshall College, where a building he funded was dedicated to his name. Behind the scenes Burke J. Carter was created as part of background information on Marshall College in the Raiders of the Lost Ark Sourcebook. His name is a reference to Carter J. Burke, a Weyland-Yutani corporate lawyer from James Cameron's 1986 film Aliens.Aliens Sources Raiders of the Lost Ark Sourcebook Notes and references Category:Businessmen & Industrialists Category:Marshall College Category:Deceased"
6385554d80c1,Smitty,Game of Thrones,"Death: 301 ACCastle Black, the Wall | Appearances: ""The Watchers on the Wall"" | DeathEp: ""The Watchers on the Wall"" | Actor: Unidentified","Biography
Game of Thrones: Season 4
thumb|right|Smitty falling to his death. At Jon's signal, Smitty shoots his arrow and pierces a wildling in the shoulder, causing him to fall down to his death. As the brother drops the rope, Smitty falls off the top of the wall to his death.","Smitty was a member of the Night's Watch. Biography Game of Thrones: Season 4 thumb|right|Smitty falling to his death. During the battle for the Wall, Smitty takes part in defending the Wall against Mance Rayder's forces. As the wildlings approach the wall and start to climb, Smitty and another brother repel down with their bows. At Jon's signal, Smitty shoots his arrow and pierces a wildling in the shoulder, causing him to fall down to his death. As the members of the Night's Watch send oil barrels down on the wildlings at the gate, one barrel gets trapped on the ramp, as it explodes it sends flaming rubble across the Wall, and a piece impales the brother holding Smitty's repel rope in the chest. As the brother drops the rope, Smitty falls off the top of the wall to his death. In the books In A Song of Ice and Fire, there is no character by this name. Appearances References Notes Category:Individuals appearing in Game of Thrones Category:Men of the Night's Watch Category:Smallfo"
df795856121a,Indor,Lord of the Rings,"birth: Unknown, likely mid-First Age | death: FA 495 (presumed dead) | gender: Male",,"Indor was an Edain man of Dor-lómin, possibly of some importance. He and his daughter Aerin were closely related to Húrin Thalion. His fate is unknown, but he was presumed dead by FA 495 when Túrin, the son of Húrin, returned to Dor-lómin.The Children of Húrin, Narn i Chîn Húrin, The Tale of the Children of Húrin, XII: ""The Return of Túrin to Dor-lómin"" In other versions In earlier accounts, Indor was the son of Fengel, father of Peleg and grandfather of Tuor. However, J.R.R. Tolkien later gave this role to Galdor., Vol. IV: The Shaping of Middle-earth, chapter I: ""Prose Fragments Following the Lost Tales"" Translations Foreign LanguageTranslated nameAmharicኢንዶርArabicىندورArmenian ԻնդորAssameseইন্দোৰBelarusian Cyrillic ІндорBengaliইন্দোরBulgarian Cyrillic ИндорDariیندور GeorgianინდორიGreekΙνδωρGujaratiઈન્દોરHebrewאינדורHindiइनडोरKannadaಇಂದೋರ್KazakhИндор (Cyrillic) Ïndor (Latin)Kyrgyz CyrillicИндор Macedonian CyrillicИндорMalayalamഇൻഡോർMarathiइंदूरMongolian CyrillicИндорNepaleseइन्"
3829aff9f078,Liang Dao,Pirates of the Caribbean,"gender: Male | died: Late 1710s, Hong Kong | first: ''Rising in the East'' | last: ''Rising in the East''","Death

When Jack Sparrow unwittingly set the opium den on fire during the battle between his side and the EITC agents, Liang Dao stampeded towards the exit along with Huntington and the rest of his men. Appearances
Legends of the Brethren Court: Rising in the East

Notes and references

de:Liang Dao
it:Liang Dao
ru:Лян Дао

Category:Chinese
Category:Deceased individuals
Category:Inhabitants of Singapore
Category:Pirate captains
Category:Pirate Lords","Liang Dao was the Pirate Lord of Singapore and the South China Sea before being overthrown by his brother, Sao Feng, with the help of Jack Sparrow and the crew of the Black Pearl. Biography Early Life At some point in his life, Liang Dao received his father's title as Pirate Lord and cord necklace Piece of Eight. During his time as Pirate Lord, his younger brother, Sao Feng, served under him as captain of the Empress, one of the ships in Liang Dao's fleet. Deceit of Mistress Ching As the threat of Benedict Huntington grew stronger in Asian waters, Liang Dao set up a meeting with Mistress Ching under the pretenses that they would discuss forging an alliance to take down their common enemy. Dao's true intent, however, had been to betray his fellow Pirate Lord at their rendezvous so he could take over her fleet. Sao Feng knew of Liang Dao's plan and would later use it to his advantage to settle his debt with Jack Sparrow. Deep Sea Opal During the time of the Shadow Lord's threat, Li"
