char_id,is_character,appears_onscreen,dies_in_narrative
ffbf34b49041,1,1,-1
f99e76b1d42d,1,1,0
27fd0413b9a7,1,1,0
98f70c7badb5,1,1,1
ee9a58ea885e,1,1,0
ad8c6177873b,1,1,0
f9b59d03e055,1,1,-1
b1ef47f6f7ae,1,1,0
60e26cf9405b,1,1,0
0968055e6974,1,1,0
4addfd92121d,1,1,0
3e2aefb3c86c,1,1,0
de9e8ce029a6,1,1,0
38dc0f8650fb,1,1,0
73c65df0b3e1,1,1,0
9dad4df34a4e,1,1,0
b1c012d9d788,1,0,-1
da8448deb2ab,1,1,0
efa2a515fadb,1,1,0
17ec39f4fedb,1,1,0
3c2ce58d3a80,1,1,1
1ff56986216f,1,1,0
15c53997acb6,1,1,0
0b26cc30642f,1,1,0
986c06bb53ff,1,1,-1
bbdfb9d228af,1,1,0
9617431506a0,1,1,0
62b0028dedce,1,1,0
4ef090fe1858,1,1,0
f545472ceda7,1,1,0
16762fa32e38,1,1,0
f7b9f2c98521,1,1,-1
1f4e1f5b47fc,1,1,0
2576dc515f6c,1,1,0
de1f74f801dc,1,1,0
3a61a42b329a,1,1,0
960e35a84b6e,1,1,0
044ca0280ad2,1,1,0
a531f230c899,1,1,0
9dc527e3f445,1,1,0
acce81ef6d2f,1,1,0
42d6c457574f,1,1,0
b4a8e312549e,1,1,0
13733ef2d116,1,1,0
379702b4c739,1,1,0
117ba6e5a16f,1,1,0
709553a62366,1,1,0
a09c104a27be,1,1,0
66abc3a47004,1,0,-1
a940cf7f8090,1,1,0
c6728cafeeb6,1,1,0
99889b823dbd,1,1,-1
6b666412f1de,1,1,0
c3533264db7c,1,1,0
3080e5a44e2a,1,1,1
e5b32b7ea2a2,1,1,0
2fbef3528b12,1,1,0
e5db919fd913,1,1,0
03d71bcf04e6,1,1,0
42ffaf08c3ff,1,1,0
ab572c82b4b9,1,1,0
e0cbe97608b2,1,1,0
0fa13b7a3d60,1,1,0
5015e06b8b45,0,0,-1
27e219c6906d,1,1,-1
744dd7765c4c,1,1,0
b5b5891d31b0,0,1,-1
3e04e9790e93,0,1,-1
2bf5baebad13,0,1,-1
61d11ad6c42a,1,0,-1
4b790629108d,1,1,-1
0d038f4768cf,1,1,0
da4f133d2a5a,1,1,-1
d20b39a3ebdf,1,1,-1
3407b51df96b,1,1,0
c5ee41a80620,1,1,-1
24419d9dd176,1,1,0
f98c50bcd57a,1,1,0
0bed6abc00a8,1,1,0
990907632d23,1,1,0
318203b7363c,1,1,0
831b21560b8b,1,1,0
530b225842a5,1,1,-1
d129ed85f3ec,1,1,0
ba357c5d251e,1,1,0
fc160933adcf,1,1,-1
deaffd834d48,1,1,0
bdf0c9c56653,1,1,0
837975965432,1,1,0
1dc924516c2b,1,1,0
e847164e8ba6,1,1,0
238f94f63b3c,1,1,0
ddc7ee3e81f8,1,1,0
e7298c4e3461,1,1,0
d0b897653886,1,1,0
b96e4c1b40ca,1,1,0
4e92fe6153ce,1,1,-1
d5eca2f28c01,1,1,-1
01103d256283,1,1,-1
6eb03fe5bed6,1,1,0
3249cf47dea6,1,1,0
297bc07477f7,1,1,-1
5e79974ec90a,1,1,-1
4c0121be0fa9,1,1,-1
3f22cb7c8f95,1,1,0
c9b498374a82,1,1,0
b65d5c80e106,1,1,-1
af6acf4c4c2e,1,1,-1
e3a724ade36d,1,1,-1
20ba9031fdc7,1,1,0
2e8fdae3641c,1,1,-1
0a6272ce257b,1,1,0
ae1ff9dd3d70,1,1,0
8aef3cc37d97,-1,-1,-1
5185696509a8,1,1,0
b3516e3b7e80,1,1,-1
ed6150b1a7d6,1,1,0
03b0734b0ebb,1,1,0
02473c0723fc,1,1,-1
97f708991981,1,1,0
8663b6852967,1,1,0
6467ba5012e7,1,1,-1
3c1acdd21496,1,1,0
1a768dd33077,1,1,0
4acc991dc5eb,1,1,0
d537200b3a4e,1,1,-1
c500c9bb74ce,1,1,0
4b8ec59cf768,1,1,0
d60d4cc3f73e,1,1,0
9d2fb6068323,1,1,0
4dcd0c7c9447,1,1,0
edda023af644,1,1,0
d7f665442de3,1,1,0
0dc71d823085,1,1,0
24b0a2ed2018,1,1,0
4e5732a14408,1,1,-1
289ae62d054e,1,1,0
45441b94867d,1,1,0
003da4f5497d,1,1,0
f403163663fe,1,1,0
b5e05be710f7,1,1,0
afa3bfd23c02,1,1,0
56cfc921f163,1,1,0
f8ebf29a0b78,1,1,0
19de8b08f544,1,1,0
d0756ccad67a,1,1,0
56a9a62ebc6e,1,1,0
fda04f2c3f91,1,1,0
57e26667331c,1,1,0
44a79481a0f8,1,1,0
2ed73e230548,1,1,0
abab013bc8cb,-1,0,-1
0c7f5089ad2e,1,0,1
159efb6d3194,1,0,-1
74d91ae8f68e,1,0,1
5baac55e472f,1,0,1
4d89858d026e,1,1,-1
b59f85149b1f,1,1,0
3e23a58a8e08,-1,0,-1
be04025c90f4,1,1,0
175db37a6177,1,1,0
a9094aff1fda,1,1,0
dea5ddb2897d,1,1,0
d21af6eaa021,1,1,0
cf71a8acc98e,1,1,0
67461d43e4b6,1,1,0
9eab5355f6a3,1,1,0
0113378d1f90,1,1,-1
9887d7cd3bba,1,1,-1
0df392dc9970,1,1,0
ef54225c1a86,1,1,0
67139b110c9a,1,1,0
ebbccff45fd8,1,1,0
8a1d752772ca,1,0,-1
7866cc81eed9,1,1,0
f719a0ffcbd3,1,1,0
26c61f2a3773,1,1,0
66fe4a93ae3f,1,1,0
c4a6e526c1c0,1,1,0
eee5be89a1ce,1,1,0
faf44f2f39c2,1,1,0
78186a894817,1,0,-1
89f91a6c319a,1,1,0
b8f626157cf4,1,1,0
a39f28250566,1,1,0
a1fb41e20a2c,1,1,0
d890eb194061,1,1,-1
aa1d4c4c7958,1,1,0
92504a7b8774,1,1,0
694f90afe295,1,1,0
523a8f9c13ec,1,1,0
c062c56cd865,1,1,1
b84cd65072f1,1,1,0
899761ebe1e4,1,1,0
e195836c9a02,1,1,0
ee3072a1137b,1,1,0
7a2c3dbb595b,1,1,0
45ce336db95d,1,1,0
6507be165e9d,1,1,0
b661b1ac5473,1,1,0
d45473becd92,1,1,1
32fd0978de38,0,0,0
3f5df111d095,1,1,0
7dca53ef8ba1,1,1,0
d2d3b5d5d601,1,1,-1
b78ad69325ad,1,1,-1
ea293523daa6,1,1,0
bccbbf7d0417,1,1,-1
e5552fc03561,1,1,0
581b034a1867,1,1,0
757b183c6681,1,1,-1
ea3715631a98,1,1,0
0b1527fbe1c6,1,0,0
9fe3e02e0cb1,1,1,0
af503eaf8c23,1,1,-1
c02f1b6250de,1,1,-1
8444ce7daeba,1,1,0
73ef9ad72b90,1,1,0
17c824ea7a20,1,1,0
f4bd1d00ab40,1,1,0
e7bbed70a2b1,1,1,0
24554a06ff17,1,1,0
087c677efeba,1,1,0
57b0bfc7f324,1,1,0
361d47c3ddc2,1,1,0
fdcf6512d98f,1,1,-1
d781221a7bd1,1,1,-1
1e0f1f0638e7,1,1,-1
b1950f8d3cf6,1,1,0
77389d31afbe,1,1,-1
941073d6b144,1,1,0
5b6b050e0f5b,1,1,0
f16ac6a37d99,0,0,0
3071a8d827fe,1,1,0
b19763724fa3,1,1,0
1992fe97471c,1,1,0
2fba66e98fbf,1,1,0
2fde62eeb564,1,1,0
5c50797889ee,1,1,0
675d9069204b,1,1,0
6b8ed83890f0,1,1,0
22a7616d4061,1,1,0
42c42846f0a6,1,1,0
042673c278da,1,1,0
8093601bcafb,1,1,0
71f72a1819b9,1,1,0
2fe75f4d0a58,1,1,0
0e9d88610979,1,1,0
69d32f9b1f70,1,1,0
d5d16a447d85,1,1,0
2d0855932c8c,1,1,0
2dec860df57e,1,1,0
46a528bce0ca,1,1,0
d0d7893ac55f,1,1,0
91c7e03324f3,1,1,0
8c14939563a7,1,0,0
5b613408daa1,1,1,0
222bc8c03a61,1,1,0
769d4db4c9f9,1,1,0
b26262ca68b7,1,1,0
9410d28b3d92,1,1,0
c1aba17aedc3,1,1,0
5dda8c38cad2,1,0,0
3f20a98e9606,1,0,0
f9bbcde4f6df,1,1,-1
5f5ce8776415,1,1,0
d02ee4814074,1,1,0
4976a2deaf9f,1,1,0
3751d82176f0,1,1,0
254d551c3cf2,1,1,0
449aafa86da2,1,1,0
777758d36d30,1,1,0
f1b38cdb673f,1,1,0
c58b590b67d0,1,1,0
8c3ac8c3285a,1,1,0
90dd55ee9ab3,1,1,0
3f35c8017d02,1,1,0
181692bc990e,1,1,0
f402883fc627,1,1,0
9c326060f9ff,1,1,0
a3e2e31205a4,1,1,0
5fd3a0333e7e,1,1,0
be70aba581df,1,1,0
d4074b79086c,1,1,-1
636601fe8eb5,1,1,0
0d8d472f6f9f,1,1,0
78a3063e8089,1,1,0
1dde97a1455a,1,1,0
620a9d29c865,1,1,0
569cc056783c,1,1,0
872c55a61e31,1,1,0
0b58ca0c60a8,1,1,0
9c3e61627a7e,1,1,0
2b2161f567b7,1,1,0
374f71df39b8,1,1,0
55ca9f391c7e,1,1,0
be75311d8ab5,1,1,0
1ee0fb61c330,1,1,0
e58e16ecf945,1,1,0
17a496f073ef,1,1,0
e3b29992011c,1,1,0
5ce08da5257b,1,1,0
e5eaac59b3fa,1,1,0
4198e8047f53,1,1,0
68892cf193e4,1,1,0
9700c3bb905e,1,1,0
f85d4a7518a1,1,1,1
1f4b1e0a8897,1,1,1
05ad57005496,1,1,0
6ef50be5d1ea,1,1,0
badc9171bf46,1,1,0
9e15c97eafe2,1,1,0
22ca9a39df38,1,1,0
2cd9ee0748ce,1,1,0
d9dcd7364b7f,1,1,0
683f6f6826d7,1,1,0
e095faf90af2,1,1,0
0606e98263d3,1,1,0
0b17155bc31b,1,1,-1
40401e52c08c,1,1,0
dfebd9d55317,1,1,0
a267b8b1134a,1,1,1
7edfdd12c3ca,1,1,0
6edd66f0c602,1,1,0
961ca0b2a382,1,1,0
3cc5020ad98e,1,1,0
e49c01db265c,1,1,0
b7dd8b92a281,1,1,0
abcded048322,1,1,0
aef7ced12459,1,1,0
b108063a49f0,1,1,0
89d05249cc6c,1,1,0
414981990fa5,1,1,0
1903454c3d56,1,1,0
d66fe6b87ad9,1,1,0
707b447b289a,1,1,1
6ff88614d65b,1,1,0
c77549b30696,1,1,0
37171d3382f6,1,1,0
0266e235464b,0,-1,-1
cf9bec02444f,1,1,0
618cb1d26fe4,1,1,0
6df04d77dbc0,1,1,0
bda5b2626776,1,1,0
f95a27aafac1,0,-1,-1
493d05c3041c,1,1,1
38de96eaf719,1,1,0
082ab093a331,0,0,0
35f71ce9aee7,0,0,0
25a7f3e05163,0,0,0
6cbc085e9bf5,1,1,1
2e784dfcf5b3,0,0,0
8ee344bd84bf,0,0,0
034644f978e8,1,1,0
d1ac8a4d54d2,1,1,-1
e70a0a92fca2,1,1,0
ffabe8e77050,1,1,0
5f2a7d40fe65,1,1,0
3abea43ab8b3,1,1,0
76bc026eb16e,0,0,0
a669624070df,1,1,0
1cf4a77dae98,0,0,0
a578a0dd3853,0,0,0
f0cdc9fad6c7,1,1,0
ca7f53769232,1,1,0
9e6ce2515728,0,0,1
8a1f59d9f4bd,1,1,0
b30c4022a946,0,0,0
5a759fc41a8c,0,0,0
e5b1f7211c5c,0,0,0
be8efe5aeaea,0,0,0
29af9cbf3247,0,0,0
f31dcd594e62,1,1,0
0411bac73c11,1,1,1
963f29e08b8c,1,1,0
21707f1da163,1,1,0
eabd65d9ee49,1,1,0
64bdc0cbbade,1,1,0
e189ec59c420,1,1,0
7e20ac23f606,1,1,0
bfb139bddcbe,0,0,0
416af9da6ca5,0,0,0
a8d12a111fa2,0,0,0
06d30b8787a0,0,0,0
690e752284ff,0,0,0
82aaaf4a8052,0,0,0
50fc21f93bcf,1,1,0
2056e998b8ca,0,0,0
eceb9b41f6cc,0,0,0
05afd2d233e0,0,0,1
5e8145e547f9,0,0,0
a768b0e0580c,0,0,-1
f11e8b91f353,0,0,0
e8674f846480,0,0,0
d243b6cb6e26,1,1,0
57b121fcf2bc,1,1,0
c245365e7176,1,0,0
428661a0fbbd,1,1,0
6dbf415763f1,1,1,0
4bd7538f923f,1,1,1
1d40498dd4c5,1,1,0
01efa813b208,1,1,0
a61585c4b583,1,1,0
05e0cc8f722e,1,1,1
016e76d86ab4,1,1,0
e01e0911d30a,1,1,-1
dd13621469f5,1,1,0
cc5b5ac643e0,1,1,0
2bda3e4c9f25,1,1,0
d4928f11d712,0,1,1
db80058bf0c1,1,1,0
41d2fc14b91b,1,1,0
866969585ef2,1,1,1
f3a962cbc54b,1,1,0
bf50d8ef9810,1,1,0
cc76b3b69c4e,1,1,0
a838bac7a63c,1,1,0
3b6001837861,1,1,0
70c157dedf0f,1,1,0
61984536a668,1,1,0
5c58bc164ae2,1,1,0
93dc58da45fa,1,1,0
bbcc1fe283f9,1,1,0
8acf3dedf195,1,1,0
c82d1d8448d1,1,1,0
0257c74919f7,1,1,0
ca1e67ebf568,1,1,0
8433b13d17b3,1,1,-1
1f958839d7a8,1,1,1
3700fa489f82,1,1,0
c1823dc1f4f3,1,1,0
395f1de265cb,1,1,0
ce595fdb52df,1,1,0
91f569459173,1,1,0
5102def04536,1,1,0
a71f00052444,1,1,0
c496549acd2f,1,1,1
36545fc7e370,0,0,-1
9d6f718e3e15,1,1,1
2eeee5252e33,1,1,1
79215437c370,1,1,-1
9879ce9ef8ae,1,1,0
4fdcb9ebd364,1,1,0
fa3796883d2d,1,1,-1
626bda95d446,1,1,0
e411ae329e13,1,1,0
2dddef29f4b2,1,1,0
282f6d105e72,1,1,0
92ac04b21f88,1,1,1
cb8d3c0a1dc9,1,1,1
cd2e8fe4da16,1,1,1
ec456d162795,1,1,1
7a3fefefda31,1,1,1
a41a23e0b440,1,1,0
cc71a6072315,1,1,0
a720d541ffcc,1,1,0
26efc7665fc9,1,1,1
17a72b6af5a1,1,1,0
b54e39404ccd,1,1,1
b2d043df992b,1,1,0
38dc9036073a,1,1,0
36ce270dd7c5,1,1,0
3efa8e610808,1,1,1
a03f550045b0,1,1,0
d467362343fd,1,1,0
18ca229e8e3a,1,1,0
423ca76c138d,1,1,0
858e918f4ff8,1,1,0
171c31e79004,1,1,0
43d1c3ec599a,1,1,0
f8b76baea41e,1,1,0
17759c0efb83,1,1,0
44075fc876f8,1,1,1
9c20d130f531,1,1,1
1e3eda923d1a,1,1,0
82f1571aa506,1,1,0
7315ee267967,1,1,0
d271d34c1520,1,-1,-1
14866752c341,1,1,0
0e283a34ddd0,1,1,0
39a4973912a4,1,1,1
bf541f445ad0,1,1,0
2b925f82abfa,1,1,-1
098434bf4a8b,1,1,0
d6b3a8013ee1,1,1,0
4dd4e6318b52,1,1,0
c5b8818b4664,1,1,0
7aba1add4742,1,1,0
64b32c69cb1d,1,1,0
464912c0c55b,1,1,0
5a8e9a95e3ea,1,-1,-1
e5a4dd48b932,1,1,1
f1ded3d4f5c1,1,1,0
25537f758b35,1,1,0
78137c50a3db,1,1,0
d04d9f8d426d,1,1,0
1d7a29ed2341,1,1,0
e0b1f67f86f4,1,1,0
42a0433be1dd,1,1,0
8a7d39936075,1,1,0
141d8c585d50,1,1,0
bd2de0f8c192,1,0,0
65e2d82999cf,1,1,0
8fe140d3c79c,1,0,0
b687a4bcd1d0,1,0,0
82885c1147d7,1,0,0
3eb496d5ac86,1,0,0
b6adf0423c29,1,0,0
e0538812c86d,1,0,0
cc11fb458ea1,1,0,0
6e6b89041fc0,1,0,0
b900ab1e0954,1,0,0
0c6f635af75c,1,0,0
9e554399d2ab,1,0,0
051a7019988a,1,0,0
e9d7afc9667a,-1,0,-1
111d94014f33,-1,0,-1
7bcef1cd2f4e,1,0,0
db4e5e9e5c01,1,0,0
dd715d58d7ac,1,1,0
75f081513be6,1,1,0
534f64fb737e,1,1,0
58eeaa804913,1,1,0
5d0b943b4b4f,1,0,0
f3ea5c52f0e6,1,0,0
bce07a19ad5e,1,0,0
b7984eb6582d,1,0,0
6258766359c4,1,1,0
326756d87840,1,1,0
be9e849db29e,1,1,0
05667d85532a,1,1,1
75c8839ccc8e,1,1,1
872107502a12,1,1,0
3b7475d238c9,1,1,0
0748658e978d,1,1,1
27816dad6c9f,1,1,1
dc5066fda0c3,1,1,0
b80d4e7b378c,1,1,1
cc0eeed67a3a,1,-1,-1
9557f1e46470,1,0,0
920dab135b60,1,0,0
04ea94fec33d,1,0,-1
b5093ae5dd3f,1,1,0
607fb07d5212,1,1,0
d91271f65d50,1,1,0
91f8dd4732a8,1,1,0
f36edfec4383,1,1,0
e568cdec6036,1,1,0
8d5b3fe59696,1,1,0
7c5b26475de2,1,1,1
8dac2a4883ba,1,1,0
53a32c74187c,1,1,0
4a9f4f459e5f,1,1,1
36de886d8368,1,1,0
846586bdb479,1,1,0
ec69d8b95be7,1,0,0
c5cb8c90b337,1,1,0
236795680b35,1,1,1
8d7cde1966cc,1,1,0
40d100b00371,1,1,0
ee9d7a589d22,1,1,0
7461bce443f1,1,1,0
f39561b4ca01,1,1,0
608ff908daa0,1,1,0
15fbb06a7dc6,1,1,0
e2cc67e3b3d4,1,1,0
ce08ffeb485c,1,1,0
6f46af69b6a1,1,1,0
906d236cc727,1,1,0
4a23ff72b493,1,1,0
b8f7469cbefe,1,1,0
9d1fb3188065,1,1,0
d1c20d1d896f,1,1,0
1dc72be9d008,1,1,0
6605fe4b512f,1,1,0
01bdbc4ce0b6,1,1,0
ccbcd58182d1,1,1,0
b7a6227a1992,1,1,0
4df162debc52,1,1,0
e8dfa0b67d1b,1,1,0
e342a50631e1,1,1,0
97ab7d75da1f,1,1,0
ea799be104cf,1,1,0
9f7eea670262,1,1,0
398b0cab45c9,1,1,0
d83cfd1a1043,1,1,0
85f9961ac71a,1,1,0
80414b3f69ac,1,1,0
52dfc5a40c9c,1,1,0
346f64dc3ff9,1,1,0
5733c9c6cd21,1,1,0
ac70fc2e5e2d,1,1,-1
1c54ef76aecf,1,1,0
2e8d88b8883a,1,1,0
31486789aec9,1,1,0
92b565aa3a31,1,1,0
3c9eab83f205,1,1,0
7ff8bd8aa4b1,1,1,0
b4071622f538,1,1,0
0d899a8660c4,1,1,0
826c5813001e,1,1,0
d02f125c647c,1,1,0
8c2c1f1ffe17,1,1,0
238320a45a5c,1,1,0
68eb5bfc40cb,1,1,0
d8a1c4e7e68e,1,1,-1
9a3787fe9a7f,1,1,0
de2a76e2f28a,1,1,0
e7ff6eafb9d2,1,1,-1
017a85053278,1,1,0
fe415460b4b6,1,1,0
e9f4d773141a,1,1,0
2869a32438f0,1,1,0
c468c908529c,1,1,0
e69097adce4c,1,1,0
03aa1d9af3b4,1,1,0
7818064bf8db,1,1,0
bb64ab1b80c8,1,1,0
e9d229e06ba6,1,1,-1
819076d341cc,1,1,0
cf5ef6b8af2a,1,1,0
2ffa372afff2,1,1,-1
ed1d4744b7a4,1,1,-1
552e57b878e6,1,1,0
cee87ce2f792,1,1,0
2a394fac1c23,1,1,0
27fd1cf11493,1,1,0
f7b4b5753be2,1,1,-1
bb892d157fb4,1,1,0
b6ce321cb0de,1,1,0
7fc17722093d,1,1,-1
04232e424f47,1,1,-1
af566ae9df1e,1,1,-1
37d3ebe7f178,1,1,0
b0465a38d9d3,1,1,-1
90b51ba2aa46,1,1,-1
d953790ab818,1,1,-1
f69dd05eb695,1,1,0
afade7ad55d4,1,1,0
866b1deb7a86,1,1,0
18d5b52f65d1,1,1,-1
89d469026a61,1,1,0
7f658abb293a,1,1,0
54f0d57982c3,1,1,0
ff64be740196,1,1,0
a4873f6a80ce,1,1,-1
367cf4884ddb,1,1,0
f539f774b1ff,1,1,-1
941e70346f1b,1,1,1
9a2606bf56b9,1,1,1
3bf57c2d5ea4,1,1,0
fd25794b76d2,0,1,1
81cfc4fdf1af,0,1,0
9edcbb981291,0,1,0
7e8eb5c93a04,0,1,-1
83ee51d62ecd,0,1,0
5bccbb4acff4,1,1,0
6b601d7eeff3,0,1,-1
562447b4e536,0,1,0
832d51093b96,1,1,0
6db2ecf76d82,0,1,0
e3670c6a4883,0,1,0
17ea1ae8957b,0,1,-1
eaaf1186d1b9,0,1,0
ab20165fd27f,0,1,0
6447ddfba799,0,1,0
366a38ce26df,0,1,0
27b899fa77b0,0,1,0
e6e345f30d1b,0,1,0
38ec3635d2cb,0,1,0
7a23b51cd188,0,1,0
908689f151cf,0,1,0
fa10625203fe,0,1,1
35291af2c5b9,0,1,0
4d3f57444767,0,1,-1
270ce538ba61,0,1,0
f40122b3c0d5,0,1,0
5b3575f7fa57,0,1,0
34918ce08f42,0,1,0
a67250b076aa,0,1,0
f91e7906abfa,0,1,-1
047d428d39e8,0,1,-1
a191e952a21e,1,1,1
784d236813db,0,1,-1
531e55c45163,0,1,1
b826d1004c75,0,1,-1
33ecd437123a,0,1,0
a521d6b29b6e,0,1,-1
cce9a5cf0104,0,1,-1
0b8f8baa12d0,0,1,0
b246145a9f4a,0,1,1
4ea3d8df643e,0,1,1
177c13882fa2,0,1,0
69e1df59ee72,0,1,0
b1c44299ca4a,0,1,-1
ab8704df7740,0,1,1
6fa39a25adea,0,1,0
1229098d7e30,0,1,-1
29ff05ed7717,1,1,-1
43fe8c27fcc1,0,0,-1
4ecf72bd082b,0,0,-1
38efa9997755,0,1,0
9a8121b112b1,0,0,-1
1bc568782467,1,1,0
ec625f218736,0,1,0
4585a9e71394,0,0,-1
36de8060621d,1,1,1
6074b18b3691,0,1,-1
771ee178751e,1,-1,-1
39d962093ac4,0,1,0
6605eaea59ef,0,-1,-1
9e2f25f5f2c2,0,1,-1
1187e6d965c1,0,-1,-1
ea775cb7ffd7,0,0,-1
9285b4b4f39d,0,1,0
55bac2396125,0,-1,-1
174657b5d6ce,1,1,0
1e7f162fc76f,1,1,0
84807f485302,1,1,0
d264a9771bd1,1,1,0
2920e4534530,1,1,0
79ac493ee15b,1,1,0
129be0ac06ac,1,1,0
7f6a2dca82b8,1,1,0
7598b645a785,1,1,0
9682845e97f6,1,1,0
685d7e0cd8e7,1,1,0
6d58acc71c29,1,1,0
c1b66cafa891,1,1,0
1115f8b0ce74,1,1,0
54bc374b8e3e,1,1,0
40e59d42e061,1,1,0
19ee04e0d7c6,1,1,0
e2839dc79bdf,1,1,0
cc7771ac45c4,1,1,0
1d409ccdf900,1,1,0
1e76b820cee5,1,1,0
77beca6d1017,1,1,0
fa824385e1c2,1,1,0
2c3312c72a65,1,1,0
45188f1d03dd,1,1,0
1dc3bd1410c4,1,1,0
dc5a928e9882,1,1,0
3a494076be9f,1,1,0
646b9adf5660,1,1,0
9c3fa9cb73dd,1,1,0
e0ffa52ca666,1,1,0
b97e0ee4ad2a,1,1,0
02e39a8e81b7,1,1,0
c73ae7daee84,1,1,0
1ed05f53fec8,1,1,0
690c23c04144,1,1,0
a63ca9761136,1,1,0
1dfd8935e942,1,1,0
70b7363000f4,1,1,0
57a24083ae62,1,1,0
77befc13d3d5,1,1,0
5a1306184bda,1,1,0
f630f340fca3,1,1,0
c70c95ece7ac,1,1,0
70a788b75d00,1,1,0
bab16c5a2661,1,1,0
83b00464f7c6,1,1,0
9edc6cd0cc1e,1,1,0
f1426ce25825,1,1,0
e2b6168ad1ff,1,1,0
feeee375a1dc,1,1,0
df37bf23e9b2,1,1,0
d161f8c5641b,1,1,0
d39cb10fbf26,1,1,0
26d403779c65,1,1,0
55592a25ffd6,1,1,0
007b1a4dd5db,1,1,0
69ed1d28e3ef,1,1,0
2a50e0189fed,1,1,0
f5f631795521,1,1,0
8b46dad21547,1,1,0
ef3f05da7315,1,1,0
18bcc64aee06,1,1,0
dc68584a5b77,1,1,0
577ed8b639e9,1,1,0
7d5b75437c93,1,1,0
87648d3369bc,1,1,0
4f4e9db34158,1,1,0
d77f9a27ec47,1,1,0
b7f6e45778f4,1,1,0
ac63b637cfef,1,1,0
91b5597dac74,1,1,0
2603d43a766d,1,1,0
fcae8030e7bd,1,1,0
9a040849810f,1,1,0
a4412cadd48d,1,1,0
4d1fc5d429d6,1,1,0
24106014eefd,1,1,0
9de4303b2056,1,1,0
f73a0a195a6d,1,1,0
773b934f80c2,1,1,0
8781979dad2c,1,1,0
59b21fa16e81,1,1,0
249698d52a2d,1,1,0
fb180debcb16,1,1,0
c53f70dde54c,1,1,0
71ca556ba0d7,1,1,0
a9024d023d46,1,1,0
e570332149e2,1,1,0
6ea558dd9856,1,1,-1
d70598832f84,1,1,-1
8bf4329488c9,1,1,0
656b89eefd4f,1,1,0
f02c06bfd26b,1,1,0
f467fea10657,1,1,0
6801f2905be5,1,1,0
456744a48c5b,1,1,0
2780806b54bd,1,1,0
977037080d47,1,1,0
2412b2bfcf8f,1,1,-1
ccd25b68194b,1,1,0
17af1b346cc1,1,1,0
3438be5a3e98,1,1,-1
84a6f2ff72f5,1,1,-1
793f4c26cc82,1,1,-1
40a3317c1495,1,1,1
7ad0600c63b7,1,1,0
e148a22b1743,1,1,0
a195c86731e5,1,1,0
f1173468cdd8,1,1,0
3d5816c09fdc,1,1,0
a9063fbfdfc4,1,1,0
3a9430172c4c,1,1,0
f9d542131338,1,1,0
2b3a12af7272,1,1,0
21749de35c47,1,1,0
4d2d65f1a36d,1,1,0
1da6de8a7bce,1,1,0
4797f3fe6657,1,1,0
395d7ed7b0d4,1,1,0
591a248806d5,1,1,0
fc0852724e34,1,1,0
733a8b25000c,1,1,-1
05302f62b6d6,1,1,-1
5a9f44a7c9b8,1,1,0
f7b875c27982,1,1,0
3108324ed513,1,1,0
038b622c001f,1,1,0
ed5f76554b2b,1,1,0
d7b6875f1678,1,1,0
2e04ff48a894,1,1,0
853c52587266,1,1,0
cc3892578465,1,1,0
c94974314935,1,1,0
e17869715ee0,1,1,0
60a9d3409821,1,1,0
18bd72ff34ad,1,1,0
bf5defe84296,1,1,0
9355ec9d61ab,1,1,-1
d59cb61d6f5e,1,1,0
8a3a4ee9a0ba,1,1,-1
b1ef00ff170e,1,1,0
6ce57a0cd40f,1,1,0
1b9766a08f4e,1,1,0
c2ac6960e11f,1,1,0
b1aefb713100,1,1,0
97ca3062d43c,1,1,0
218e0b2958c0,1,1,0
47cc7fee5c74,1,1,0
3b9a25b8412b,1,1,0
54e76cff762b,1,1,0
5d1b7db7892b,1,1,0
ac7e050044cd,1,1,0
e7c5e2f91466,1,1,0
8ad557e836f7,1,1,0
5aaab2f30819,1,1,-1
54ae02e755e0,1,1,0
76fb56281e55,1,1,0
279ac27112cc,1,1,0
0760ff9f09ac,1,1,0
f1342c8437dc,1,1,0
e2c2d0db709b,1,1,0
3e0c2d69ee5b,1,1,0
36742ef8c360,1,1,0
1c127bbaabdb,1,1,0
bf626fc54ef0,1,1,0
e7d528df7694,1,1,0
f7105bd48f52,1,1,0
7efce044d038,1,1,0
d31a9a1cd171,1,1,0
2365f64b9a23,1,1,0
7e3a5ab47609,1,1,0
efabf08d6a48,1,1,0
0a232fbc530c,1,1,-1
7d7c4a74a8fa,1,1,0
3365566066f8,1,1,0
5288c89ef118,1,1,0
f8ae1059558e,1,1,0
7370e4792e23,1,1,0
e7dba1305f76,1,1,0
e99eaa3429e3,1,1,0
23e6e2c59419,1,1,0
79b9c19f7c52,1,1,0
5be75d117d10,1,1,0
871c43eb57fe,1,1,0
960bb5ac66a2,1,1,0
71784731c455,1,1,0
1d0228360380,1,1,0
e09f5109e320,1,1,0
590fa62feb7c,1,1,0
70a0d7eb8a3e,1,1,1
440df8ed0cec,1,1,0
8199792e0821,1,1,0
5acb2028db6f,1,1,0
9458dacc058c,1,1,0
b95a85df6c38,1,1,0
366c3f05f22d,1,1,1
684ded0fc8fc,1,0,-1
c443c98fb593,1,1,0
076083e35e61,1,1,0
35340fec5f1f,1,1,0
5f9520fcf410,1,1,0
535b6eb3dd34,1,1,0
ec1626eaf909,1,1,0
90f64760da87,1,1,0
f885e420e65d,1,1,0
