char_id,name,franchise,is_character_1,is_character_2,appears_onscreen_1,appears_onscreen_2,dies_in_narrative_1,dies_in_narrative_2,rationale_1,rationale_2
d7d68b1fcba9,Wanahton,Westworld,1,0,1,0,0,0,Does not die,Not an individual character
cc243f74208c,Impactor TFP,Transformers,0,0,0,0,0,-1,Not a character,Not an individual character
f3a6bf7e77d6,Dickie Moltisanti,The Sopranos,1,0,1,0,1,1,Dies in narrative,Not an individual character
15ea4bb74bc4,Thatcher Grey,Grey's Anatomy,1,0,1,0,1,1,Dies in narrative,Not an individual character
0dd969be8ce4,Devar Manigault,The Wire,1,0,1,0,1,0,Wire TV character with actor; dies in Season 4,Meta page or list
7f65d4c82a7a,Derek (Comic Series),The Walking Dead,1,1,0,0,0,1,Comic series only; issues 75-78,Only in print or game media
ae62346b0a75,Louis Zehner,Ozark,1,0,1,0,1,0,Ozark TV character; killed by henchmen,"Species or creature type, not individual character"
2c65109a1dc9,Picante Balls,The Boys,1,0,1,0,1,0,Boys Presents: Diabolical animated episode; killed by Homelander,"Species or creature type, not individual character"
f36510209d19,Stuart Tuxhorn,Prison Break,1,0,1,0,1,0,Prison Break S4; played by Steve Tom; killed in 2005,Meta page or list
0c4882eb1a9e,Sebastian Miro,Fast & Furious,1,0,1,0,1,0,Fast & Furious film; actor Christian Lanz; deceased status,Meta page or list
8e8e05cfc75a,Father Hughes,Peaky Blinders,1,0,1,0,1,0,Peaky Blinders S3 episodes; stabbed to death by Michael,Meta page or list
119d9c4ba4b6,Berserker (LV-412),Alien vs Predator,1,0,0,0,0,0,AVP video game character; no film appearance mentioned,Meta page or list
34256266d7fe,Mrs. Whistler,James Bond 007,1,0,1,0,1,0,Diamonds Are Forever 1971 film; portrayed by Margaret Lacey; drowned,Meta page or list
5991929b86e3,Juan,Jurassic Park,1,0,0,0,0,0,Jurassic World: Aftermath novel; unseen character,"Species or creature type, not individual character"
94882c80ce15,Alura,DC Extended Universe,1,0,0,0,0,0,Comic characters only; DCEU reference materials,"Species or creature type, not individual character"
143b6c989e91,Lamina,The Hunger Games,1,1,1,0,1,1,Hunger Games film; tribute dies day 3 of games,Only in print or game media
4f40ab60e311,Regina,Lost,1,0,1,0,1,0,Lost S4 crew; dies December 26 2004 onscreen,Meta page or list
f44f36b1262b,Joshua,Supernatural,1,0,1,0,1,0,Supernatural TV; killed by Dagon,Meta page or list
f5ef7843769e,Marcia,Spartacus,1,0,1,0,1,0,Spartacus S2 TV; portrayed by Delaney Tabron; crucified,Meta page or list
3f76e683d98f,Renzo Sandoval,Dexter,1,0,0,0,0,0,Dexter unseen victim; died before series,Meta page or list
604f3db04ba7,Gael,The 100,1,0,1,0,1,0,The 100 S4; portrayed by Andre Tricoteux; dies in Final Conclave,Meta page or list
45b7ad0f8de9,Helgi,Vikings,1,0,1,0,1,0,Vikings S5; portrayed by Jack McEvoy; killed by Kjetill,Meta page or list
b894be145009,Ro'a,Avatar,1,0,1,0,1,0,Avatar: Way of Water film; hunted and killed,"Species or creature type, not individual character"
090bc62d1444,Yolanda,Breaking Bad / Better Call Saul,1,0,1,0,1,0,Better Call Saul TV; shot dead,Meta page or list
43589c4de246,Elmer Borst,Boardwalk Empire,1,0,1,0,1,0,Boardwalk Empire S3; Wade Mylius; shot by Agent Knox,Meta page or list
272debb794cf,Dolores Abernathy,Westworld,1,0,1,0,1,0,Westworld TV; multiple actors; destroyed in series,"Species or creature type, not individual character"
e885d49e9644,Prima (WFC Trilogy),Transformers,1,0,0,0,0,0,WFC Trilogy; did not make appearance; presumed dead,"Species or creature type, not individual character"
b2ea6175c8a5,Johnny Soprano,The Sopranos,1,1,1,1,0,1,Sopranos; actor Joseph Siravo; died 1986 before series,Cast credit or actor listed in infobox
c0b4ad38b3f4,"""Big Daddy"" King",Grey's Anatomy,1,0,1,0,1,0,Grey's Anatomy Private Practice S2; dies during episode,Meta page or list
c48786994391,Butchie,The Wire,1,0,1,0,1,0,Wire TV; actor S. Robert Morgan; shot by Chris,Meta page or list
5b8019d85c25,Sidney,Mission: Impossible,1,0,0,0,0,0,Mission: Impossible unreleased film; film not yet released,"Species or creature type, not individual character"
f9b56d08e4cb,Grace Young,Ozark,1,0,1,0,1,0,Ozark TV; murdered by Snells in episode,"Species or creature type, not individual character"
d13043cff8ec,Francine,Stranger Things,1,1,0,0,0,1,Stranger Things comic miniseries; not TV/film,Only in print or game media
d416d93262ce,Fang,The Boys,1,0,1,0,1,0,Boys Presents: Diabolical episode; killed by Homelander,"Species or creature type, not individual character"
3f8bd1b6f6d9,Sue,Fast & Furious,1,0,1,0,1,0,F9 film; Martyn Ford; crushed by Letty,Meta page or list
58a03e1a5835,Barney Thomason,Peaky Blinders,1,0,1,0,1,0,Peaky Blinders S5; sniper killed with silenced pistol,Meta page or list
048f80d753cb,Rama Kandra,The Matrix,1,0,1,0,1,0,Matrix Reloaded/Revolutions films; Program deleted,"Species or creature type, not individual character"
467ee670b9ae,Quill,Alien vs Predator,1,0,0,0,0,0,Alien 3 unproduced screenplay novel; not filmed,"Species or creature type, not individual character"
926d8409e99f,Cooper (United States Army),Marvel Cinematic Universe,1,0,1,0,1,0,Captain America: Brave New World MCU film; killed by Leader,"Species or creature type, not individual character"
bdfed79e3299,Jason Sin,James Bond 007,1,1,0,1,0,1,James Bond novel Trigger Mortis; not filmed,Appears in filmed media
413738ec0a83,Black Mask,DC Extended Universe,1,0,1,0,1,0,Birds of Prey film 2020; Ewan McGregor; killed by grenade,"Species or creature type, not individual character"
982377130daf,Lucy Gray Baird,The Hunger Games,1,1,1,0,-1,1,Hunger Games film; victor of games; death unclear,Only in print or game media
0275ad35b047,Tom Friendly,Lost,1,0,1,0,1,0,Lost TV; M.C. Gainey; executed by Sawyer S3,Meta page or list
5083078d73e8,Calvin Reidy,Supernatural,1,0,1,0,1,0,Supernatural S2/S3 TV; FBI agent; killed by demon,Meta page or list
7ea8545330bc,Jose Galindo,Sons of Anarchy,1,0,0,0,0,0,Sons of Anarchy mentioned only character; no appearance,Meta page or list
30e13f24d337,Thichis Kuras,Star Wars,1,0,0,0,0,0,Star Wars reference materials; Moff in background material,"Species or creature type, not individual character"
cc7641659084,Michael Karume,Harry Potter,1,0,0,0,0,0,Harry Potter video game only; not in films,"Species or creature type, not individual character"
516a9ba6f46d,Bauer,Indiana Jones,1,0,0,0,0,0,Indiana Jones video game; not in films,Meta page or list
240e46f10a91,Orla Richese,Dune,1,1,1,1,0,1,Dune TV; Laura Howard; alive in narrative,Cast credit or actor listed in infobox
ccc264bca8ee,Brett Warner,The Twilight Saga,1,0,1,0,0,0,Twilight film; nurse character; alive,"Species or creature type, not individual character"
ddf1bba3af88,Wiseman Gamwich,Lord of the Rings,1,0,0,0,0,0,LOTR hobbit; appears in appendices only,Meta page or list
23c315291997,Trev Mallory,Harry Potter,1,0,0,0,0,0,Harry Potter video game student; not in films,"Species or creature type, not individual character"
239dca53317b,Roger Fontane,Indiana Jones,1,0,0,0,0,0,Indiana Jones video game; not in films,Meta page or list
a8f14b0aaf28,Lormelle Long Lance,Game of Thrones,1,0,0,0,0,0,Game of Thrones mentioned only; not shown in TV,Meta page or list
2e6c3ead3930,Apedemak,Pirates of the Caribbean,0,1,0,0,0,0,Deity/god in franchise; not individual character,No evidence of on-screen appearance
449a825cc74e,Samin Moro,Dune,1,0,0,0,0,0,Dune: Awakening video game; not in films,Meta page or list
d1d66faef19c,Gustavo,The Twilight Saga,1,0,1,0,0,0,Breaking Dawn films; Sebastiao Lemos; alive,"Species or creature type, not individual character"
3849046462ae,Hiril (daughter of Barahir),Lord of the Rings,1,0,0,0,0,0,LOTR Edain; appears in History/reference materials only,Meta page or list
a3e5bf0fee5a,Bronze (Chiss),Star Wars,1,0,0,0,0,0,Star Wars New Jedi Order novel; not filmed,"Species or creature type, not individual character"
219f3ec5e534,Seamus Finnigan's father,Harry Potter,1,0,0,0,0,0,Harry Potter Seamus father; mentioned not shown,"Species or creature type, not individual character"
06a546df5c3d,Basil Rathbone,Indiana Jones,0,1,0,1,0,0,Real historical actor; not fictional character,Appears in filmed media
cef5dcad098f,Lordsport dockhand,Game of Thrones,1,0,1,0,0,0,Game of Thrones S2 TV; Jer O'Leary; alive,Meta page or list
f668947ee6ec,Inmate (Turkish Prison),Pirates of the Caribbean,1,1,1,0,0,1,Pirates of the Caribbean films; prisoner; escaped,Only in print or game media
3d8249ab994b,Isbar,Dune,1,1,0,0,0,1,Dune: The Winds of Dune novel; not filmed,No evidence of on-screen appearance
9667b93a73a2,Vladimir,The Twilight Saga,1,0,1,0,0,0,Breaking Dawn film; Noel Fisher; vampire survives,"Species or creature type, not individual character"
bd532fc765f5,Man in the Moon,Lord of the Rings,0,1,0,0,0,0,LOTR mythological figure; not individual character,No evidence of on-screen appearance
1e656da524df,Valentina Vázquez,Harry Potter,1,0,0,0,0,0,Harry Potter president; background materials only,"Species or creature type, not individual character"
b67d07157d2b,Lyndsey Donner,Indiana Jones,1,0,1,0,0,0,Indiana Jones Dial of Destiny film; Billy Postlethwaite; alive,Meta page or list
27c826b66c42,Footman (Weatherby Swann's mansion),Pirates of the Caribbean,0,1,0,0,0,0,Pirates generic footman; unnamed role; not character,No evidence of on-screen appearance
b6d13a8db4e1,Siona Atreides,Dune,1,1,0,0,0,-1,Dune novels; appears in God Emperor of Dune,No evidence of on-screen appearance
02ef5f344be3,Isaac Weber,The Twilight Saga,1,0,1,0,0,0,Twilight Eclipse/Breaking Dawn films; alive,"Species or creature type, not individual character"
f35d5da28bce,Tinfang,Lord of the Rings,1,0,0,0,0,0,LOTR Elf; appears in reference materials only,Meta page or list
c7bd128532a9,Nuri Pravada,Star Wars,1,0,0,0,0,0,Star Wars Expanded Universe references; not filmed,Meta page or list
a3ca98b1135a,Azizi,Indiana Jones,1,0,0,0,0,0,Indiana Jones Great Circle video game; not filmed,Meta page or list
a57496d98b24,Uthor Karstark,Game of Thrones,1,0,0,0,0,0,Game of Thrones mentioned background; not shown,Meta page or list
ef77ab304cb1,Murtogg,Pirates of the Caribbean,1,1,1,1,0,1,Pirates of the Caribbean films; marine survives,Appears in filmed media
2bdaad8bd31b,Simone Von Konig,Dune,1,0,0,0,0,0,Dune: Awakening video game; not filmed,Meta page or list
70baa3f08baf,Phil Dwyer,The Twilight Saga,1,0,1,0,0,0,Twilight films; Matt Bushell/Ty Olsson; alive,"Species or creature type, not individual character"
d89c30f3fed7,Melilot Brandybuck,Lord of the Rings,1,0,0,0,0,0,LOTR hobbit; appendices only,Meta page or list
6fb7cedd7cb9,Rae Vixe,Star Wars,1,0,0,0,0,0,Star Wars corporate mogul; reference materials only,"Species or creature type, not individual character"
b97f039ed051,Mae,Indiana Jones,1,0,0,0,0,0,Indiana Jones reference material; not filmed,Meta page or list
b114348d1f66,Vance Corbray,Game of Thrones,1,1,1,1,0,1,Game of Thrones S4 TV; Richard Doubleday; alive,Cast credit or actor listed in infobox
8694d9fd81fb,Cursed Captain,Pirates of the Caribbean,1,0,0,0,0,0,Sea of Thieves video game; not filmed,Meta page or list
5fabf650e3af,Campos Demari,Dune,1,0,0,0,0,0,Dune: Awakening video game; not filmed,Meta page or list
55bb88111a9b,Mr. Jefferson,The Twilight Saga,1,0,1,0,0,0,Twilight film; teacher character; alive,"Species or creature type, not individual character"
285ac7f09bb9,Davrill,Star Wars,1,0,0,0,0,0,Star Wars KOTOR video game; not filmed,"Species or creature type, not individual character"
c4dd7e896e0b,Quartermaster (Flying Dutchman),Pirates of the Caribbean,1,1,0,1,0,-1,"Quartermaster in Pirates video game, not filmed appearance","Video game character, fate explicitly unknown"
34db2f012009,Arn Mikals,Dune,1,1,0,0,0,1,"Arn Mikals from Dune video game only, voice role","Voice-only game appearance, presumed imprisoned or killed but unconfirmed"
023a602fad95,Halvard,Lord of the Rings,1,1,-1,0,-1,0,Halvard set to be portrayed in LOTR but unclear if filmed/aired,"Character set to appear in unreleased film, not yet shown"
0eb64b892297,Lymond Hightower,Game of Thrones,1,1,-1,0,0,1,"Lymond Hightower historical figure, Histories & Lore appearance unclear","Supplementary material only, character dies in described action"
cfb821962a8d,The Water Shipper,Dune,1,1,0,1,0,1,"Water Shipper from Dune video game Awakening, dies in game not film",Voice-acted game character explicitly dies from poisoned water
91426bab2d56,Rob Sawyer,The Twilight Saga,1,1,0,1,0,0,"Rob Sawyer from Twilight Midnight Sun book, no filming","Minor school character in Midnight Sun, no death mentioned"
528863466a98,Cassius Bell,Harry Potter,1,1,1,1,-1,0,"Cassius Bell in Fantastic Beasts film, death outcome uncertain","Portrayed in Fantastic Beasts film, appears alive in action"
4cfdacb335c3,Stephen (saint),Indiana Jones,1,0,0,0,0,0,"Saint Stephen historical figure, Indiana Jones reference only","Historical saint, not narrative character"
bd55f20086c9,Glendon Footly,Game of Thrones,1,1,1,0,-1,-1,"Glendon Footly in Game of Thrones TV, actor listed, historical backstory","Supplementary material character only, narrative outcome unclear"
445a511d8875,Captain of HMS Dauntless,Pirates of the Caribbean,0,0,0,1,0,0,"Unidentified, unnamed captain only mentioned not shown",Unidentified character only mentioned in dialogue
e60a56889124,Seron Varlin,Dune,1,1,0,1,0,0,Seron Varlin from Dune Awakening video game only,"Swordmaster in video game, trains player, alive"
fac05b18d3e8,Whitney,The Twilight Saga,1,1,0,1,0,0,"Whitney from Twilight Midnight Sun book, no film appearance","Minor character in school scenes, no death mentioned"
97cfb1dd076d,Achilles,Indiana Jones,1,0,0,0,0,0,"Achilles legendary mythology, Indiana Jones reference not filmed","Legendary Greek mythological figure, not fictional narrative character"
7048b0c3c2c5,Li,Alien vs Predator,1,1,0,1,-1,-1,"Li from Alien vs Predator game EVAC, status unknown",Game character with unknown status after rescue operations
93b999a14643,Echo (LEGO Jurassic World: Legend of Isla Nublar),Jurassic Park,1,1,0,1,0,0,Echo Velociraptor in LEGO Jurassic games only,"Named individual velociraptor in game, alive status confirmed"
8e1bc67b182d,Armorhide TFP,Transformers,1,1,0,0,0,-1,Armorhide TFP Transformers novel/Exodus only,"Transformers novel character, attacked but fate unknown"
d8af82fa4a9e,Ada Monroe,Supernatural,1,1,1,1,0,-1,"Ada Monroe Winchesters TV main character, actress Demetria McKinney","Main character sacrifices soul, restoration outcome unclear"
1982ec3dacb2,Hedylus,Spartacus,1,1,1,1,0,-1,"Hedylus Spartacus TV episodes, actor Graham Vincent","Gladiator in TV series, limited narrative information"
7414f8a1bb4b,Domitia Whimsiwick,The Hunger Games,1,1,0,1,0,0,Domitia Whimsiwick Hunger Games novel only,"Mentor in Hunger Games prequel film, alive"
614a52dcb73d,Jamie,Stranger Things,1,1,-1,1,-1,0,"Jamie Stranger Things appears in novel/extended universe, unclear if filmed","Psychokinetic child in Stranger Things, no death indicated"
c804f150608f,Sofia Ivanescu,Mission: Impossible,1,1,0,1,0,0,Sofia Ivanescu Mission Impossible video game only,"Software engineer in Mission Impossible game, no death"
7ccc4728c09e,Reacher Dick,The Boys,1,1,0,1,0,0,Reacher Dick The Boys comic series only,"Superhero in The Boys comics, survives conflict"
951a935c5e30,Atticus,Spartacus,1,0,0,0,0,0,"Atticus Spartacus only mentioned not seen, actor none","Roman nobleman only mentioned in passing, no substantive identity"
1832ac351f7b,Neely,Mission: Impossible,1,1,1,0,0,0,"Neely Mission Impossible film, status alive","Officer in Mission Impossible video game, no death"
a1d44aee9751,Gumchum,The Boys,1,1,0,1,0,0,Gumchum The Boys comic series only,"Superhero in The Boys comics, survives attack"
3492829ada80,Stalker (Elite Clan),Alien vs Predator,1,1,0,1,0,0,"Stalker Elite Clan video game only, multiplayer skin","Elite Predator in video game, no death mentioned"
ddb048077745,Mehen,DC Extended Universe,1,0,0,0,0,0,"Mehen Egyptian god DC only mentioned, mythological","Mythological god mentioned in backstory, not a narrative character"
81074d979af1,Topspin TFP,Transformers,1,1,0,1,0,-1,Topspin TFP Transformers video game only,"Autobot in video game, status possibly deceased but uncertain"
